freq_correct,sub_experiment_index,subject,date,timestamp,trial,stimulus,response,is_practice_trial,is_correct,response_time,BLACKOUT_TIME,DELAY_AFTER_REWARD,x,y,undesired_touch,screen_touched,cell_touched,button_touched,SDP_SINGLE_STIMULUS_TIME,SDP_PROBE_TRIAL_INTERVAL,SDP_LONG_A_TIME,SDP_SHORT_A_TIME,SDP_B_TIME,SDP_INTER_STIMULUS_TIME,SDP_DELAY
0,3,1,2019-11-14,13:41:55:996,1,yellowsquare,left,na,True,2.049,3000,1000,397,389,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:00:675,2,bluesquare,right,na,True,0.496,3000,1000,851,412,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:05:126,3,yellowsquare,left,na,True,0.456,3000,1000,408,411,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:09:492,4,bluesquare,right,na,True,0.402,3000,1000,830,405,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:15:608,5,yellowsquare,left,na,True,0.34,3000,1000,395,381,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:20:505,6,bluesquare,right,na,True,0.674,3000,1000,802,428,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:25:217,7,bluesquare,left,na,False,0.558,3000,1000,412,463,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:27:870,7,bluesquare,left,na,None,3.21,3000,1000,609,600,True,PS,MB,NB,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:32:26,8,yellowsquare,left,na,True,0.763,3000,1000,367,353,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:36:600,9,bluesquare,right,na,True,0.519,3000,1000,817,413,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:40:902,10,yellowsquare,left,na,True,0.299,3000,1000,454,429,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:46:971,11,bluesquare,right,na,True,2.058,3000,1000,818,393,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:51:571,12,yellowsquare,left,na,True,0.637,3000,1000,380,426,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:53:39,12,yellowsquare,left,na,None,2.105,3000,1000,662,703,True,PS,MB,None,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:57:156,13,yellowsquare,right,na,False,1.125,3000,1000,855,441,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:58:196,13,yellowsquare,right,na,None,2.166,3000,1000,604,626,True,PS,MB,NB,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:59:29,13,yellowsquare,right,na,None,2.999,3000,1000,610,713,True,PS,MB,None,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:42:59:539,13,yellowsquare,right,na,None,3.509,3000,1000,614,656,True,PS,MB,NB,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:03:771,14,yellowsquare,left,na,True,0.628,3000,1000,408,423,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:08:561,15,yellowsquare,left,na,True,0.567,3000,1000,484,399,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:11:174,16,yellowsquare,left,na,None,3.18,3000,1000,402,391,True,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:11:802,16,yellowsquare,left,na,None,3.808,3000,1000,400,405,True,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:12:68,16,yellowsquare,left,na,None,4.074,3000,1000,406,414,True,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:12:343,16,yellowsquare,left,na,None,4.349,3000,1000,415,413,True,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:12:625,16,yellowsquare,left,na,True,0.126,3000,1000,423,421,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:15:13,17,bluesquare,right,na,None,2.514,3000,1000,776,436,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:15:270,17,bluesquare,right,na,None,2.771,3000,1000,790,439,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:15:514,17,bluesquare,right,na,None,3.014,3000,1000,789,444,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:15:758,17,bluesquare,right,na,None,3.258,3000,1000,778,449,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:16:24,17,bluesquare,right,na,None,3.524,3000,1000,777,452,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:16:291,17,bluesquare,right,na,None,3.791,3000,1000,763,446,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:16:542,17,bluesquare,right,na,None,4.043,3000,1000,758,445,True,PS,MM,None,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:16:827,17,bluesquare,right,na,True,0.247,3000,1000,783,451,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:17:75,17,bluesquare,right,na,None,0.495,3000,1000,824,439,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:19:228,18,bluesquare,right,na,None,2.648,3000,1000,784,416,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:19:470,18,bluesquare,right,na,None,2.89,3000,1000,799,425,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:19:705,18,bluesquare,right,na,None,3.126,3000,1000,800,427,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:19:949,18,bluesquare,right,na,None,3.369,3000,1000,800,421,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:20:184,18,bluesquare,right,na,None,3.604,3000,1000,819,432,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:20:428,18,bluesquare,right,na,None,3.848,3000,1000,795,415,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:20:662,18,bluesquare,right,na,None,4.082,3000,1000,814,435,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:20:876,18,bluesquare,right,na,True,0.176,3000,1000,809,431,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:21:94,18,bluesquare,right,na,None,0.394,3000,1000,810,432,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:21:715,18,bluesquare,right,na,None,1.015,3000,1000,561,661,True,PS,MB,None,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:23:74,19,bluesquare,right,na,None,2.374,3000,1000,808,396,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:23:294,19,bluesquare,right,na,None,2.593,3000,1000,815,402,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:23:490,19,bluesquare,right,na,None,2.789,3000,1000,824,403,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:23:740,19,bluesquare,right,na,None,3.04,3000,1000,818,382,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:23:936,19,bluesquare,right,na,None,3.236,3000,1000,841,402,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:24:156,19,bluesquare,right,na,None,3.456,3000,1000,819,394,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:24:344,19,bluesquare,right,na,None,3.644,3000,1000,827,397,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:24:557,19,bluesquare,right,na,None,3.857,3000,1000,823,393,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:24:769,19,bluesquare,right,na,None,4.069,3000,1000,826,394,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:24:973,19,bluesquare,right,na,True,0.166,3000,1000,818,383,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:25:168,19,bluesquare,right,na,None,0.362,3000,1000,821,383,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:25:662,19,bluesquare,right,na,None,0.856,3000,1000,573,613,True,PS,MB,NB,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:27:37,20,bluesquare,right,na,None,2.23,3000,1000,812,399,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:27:264,20,bluesquare,right,na,None,2.458,3000,1000,830,433,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:27:452,20,bluesquare,right,na,None,2.646,3000,1000,811,409,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:27:673,20,bluesquare,right,na,None,2.866,3000,1000,811,408,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:27:899,20,bluesquare,right,na,None,3.093,3000,1000,805,398,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:28:113,20,bluesquare,right,na,None,3.306,3000,1000,803,405,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:28:315,20,bluesquare,right,na,None,3.509,3000,1000,796,401,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:28:519,20,bluesquare,right,na,None,3.713,3000,1000,795,398,True,PS,MM,R2,na,na,na,na,na,na,na
0,3,1,2019-11-14,13:43:28:724,20,bluesquare,right,na,None,3.917,3000,1000,805,402,True,PS,MM,R2,na,na,na,na,na,na,na
0.9,3,1,2019-11-14,13:43:28:938,20,bluesquare,right,na,True,0.161,3000,1000,812,407,False,PS,MM,R2,na,na,na,na,na,na,na
0.9,3,1,2019-11-14,13:43:29:108,20,bluesquare,right,na,None,0.331,3000,1000,809,401,True,PS,MM,R2,na,na,na,na,na,na,na
0.9,3,1,2019-11-14,13:43:29:861,20,bluesquare,right,na,None,1.084,3000,1000,574,650,True,PS,MB,NB,na,na,na,na,na,na,na
