freq_correct,sub_experiment_index,subject,date,timestamp,trial,stimulus,response,is_practice_trial,is_correct,response_time,BLACKOUT_TIME,DELAY_AFTER_REWARD,x,y,undesired_touch,screen_touched,cell_touched,button_touched,SDP_SINGLE_STIMULUS_TIME,SDP_PROBE_TRIAL_INTERVAL,SDP_LONG_A_TIME,SDP_SHORT_A_TIME,SDP_B_TIME,SDP_INTER_STIMULUS_TIME,SDP_DELAY
0,3,3,2019-11-21,13:39:51:324,1,yellowsquare,left,na,True,1.422,3000,1000,380,383,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:39:56:284,2,yellowsquare,left,na,True,0.703,3000,1000,427,400,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:00:751,3,bluesquare,right,na,True,0.445,3000,1000,905,387,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:05:226,4,bluesquare,right,na,True,0.518,3000,1000,934,410,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:10:428,5,yellowsquare,left,na,True,0.507,3000,1000,433,388,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:14:879,6,bluesquare,right,na,True,0.461,3000,1000,923,411,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:19:227,7,bluesquare,right,na,True,0.408,3000,1000,900,450,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:23:541,8,bluesquare,right,na,True,0.397,3000,1000,903,422,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:27:969,9,yellowsquare,left,na,True,0.479,3000,1000,406,370,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:32:379,10,yellowsquare,left,na,True,0.4,3000,1000,431,437,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:36:806,11,bluesquare,right,na,True,0.449,3000,1000,930,420,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:41:388,12,yellowsquare,left,na,True,0.462,3000,1000,428,410,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:45:704,13,bluesquare,right,na,True,0.382,3000,1000,879,454,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:50:327,14,yellowsquare,left,na,True,0.491,3000,1000,459,415,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:54:847,15,yellowsquare,left,na,True,0.5,3000,1000,451,407,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:40:59:155,16,bluesquare,right,na,True,0.36,3000,1000,890,433,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:41:03:990,17,bluesquare,right,na,True,0.775,3000,1000,881,440,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:41:08:429,18,yellowsquare,left,na,True,0.501,3000,1000,450,438,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,3,2019-11-21,13:41:13:28,19,yellowsquare,left,na,True,0.672,3000,1000,406,444,False,PS,LM,R1,na,na,na,na,na,na,na
1.0,3,3,2019-11-21,13:41:17:430,20,bluesquare,right,na,True,0.483,3000,1000,901,406,False,PS,RM,R2,na,na,na,na,na,na,na
