freq_correct,sub_experiment_index,subject,date,timestamp,trial,stimulus,response,is_practice_trial,is_correct,response_time,BLACKOUT_TIME,DELAY_AFTER_REWARD,x,y,undesired_touch,screen_touched,cell_touched,button_touched,SDP_SINGLE_STIMULUS_TIME,SDP_PROBE_TRIAL_INTERVAL,SDP_LONG_A_TIME,SDP_SHORT_A_TIME,SDP_B_TIME,SDP_INTER_STIMULUS_TIME,SDP_DELAY
0,3,2,2019-11-14,15:00:06:996,1,yellowsquare,left,na,False,1.38,3000,1000,388,420,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:13:404,2,bluesquare,left,na,True,0.499,3000,1000,448,405,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:17:771,3,yellowsquare,right,na,True,0.334,3000,1000,925,421,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:22:240,4,yellowsquare,right,na,True,0.324,3000,1000,910,432,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:26:699,5,yellowsquare,right,na,True,0.31,3000,1000,879,328,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:31:240,6,bluesquare,left,na,True,0.38,3000,1000,372,397,False,PS,LM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:35:950,7,bluesquare,left,na,True,0.424,3000,1000,468,405,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:40:694,8,yellowsquare,right,na,True,0.333,3000,1000,859,426,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:45:201,9,bluesquare,left,na,True,0.34,3000,1000,455,442,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:49:654,10,bluesquare,left,na,True,0.425,3000,1000,466,406,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:54:210,11,yellowsquare,right,na,True,0.316,3000,1000,847,347,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:00:58:843,12,bluesquare,left,na,True,0.449,3000,1000,460,421,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:03:338,13,bluesquare,left,na,True,0.42,3000,1000,454,423,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:07:767,14,bluesquare,left,na,True,0.334,3000,1000,444,416,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:12:265,15,yellowsquare,right,na,True,0.365,3000,1000,883,349,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:16:545,16,yellowsquare,right,na,True,0.277,3000,1000,886,336,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:21:79,17,yellowsquare,right,na,True,0.31,3000,1000,881,317,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:25:563,18,yellowsquare,right,na,True,0.295,3000,1000,884,354,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,2,2019-11-14,15:01:30:280,19,bluesquare,left,na,True,0.323,3000,1000,463,424,False,PS,MM,R1,na,na,na,na,na,na,na
0.95,3,2,2019-11-14,15:01:35:55,20,bluesquare,left,na,True,0.386,3000,1000,458,412,False,PS,MM,R1,na,na,na,na,na,na,na
