freq_correct,sub_experiment_index,subject,date,timestamp,trial,stimulus,response,is_practice_trial,is_correct,response_time,BLACKOUT_TIME,DELAY_AFTER_REWARD,x,y,undesired_touch,screen_touched,cell_touched,button_touched,SDP_SINGLE_STIMULUS_TIME,SDP_PROBE_TRIAL_INTERVAL,SDP_LONG_A_TIME,SDP_SHORT_A_TIME,SDP_B_TIME,SDP_INTER_STIMULUS_TIME,SDP_DELAY
0,3,4,2019-11-21,15:02:19:69,1,yellowsquare,right,na,True,2.341,3000,1000,893,378,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:23:707,2,yellowsquare,right,na,True,0.363,3000,1000,885,388,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:28:203,3,bluesquare,left,na,True,0.486,3000,1000,450,388,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:33:302,4,yellowsquare,right,na,True,1.154,3000,1000,844,364,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:37:682,5,bluesquare,left,na,True,0.403,3000,1000,437,439,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:39:44,5,bluesquare,left,na,None,1.766,3000,1000,629,523,True,PS,MB,None,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:42:475,6,yellowsquare,right,na,True,0.359,3000,1000,827,394,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:46:798,7,bluesquare,left,na,True,0.394,3000,1000,462,386,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:52:501,8,bluesquare,left,na,True,0.368,3000,1000,479,391,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:02:56:818,9,yellowsquare,right,na,True,0.323,3000,1000,828,388,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:01:165,10,bluesquare,left,na,True,0.379,3000,1000,466,405,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:05:544,11,bluesquare,left,na,True,0.316,3000,1000,473,389,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:09:702,12,yellowsquare,right,na,True,0.315,3000,1000,785,386,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:14:71,13,yellowsquare,right,na,True,0.307,3000,1000,785,381,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:18:348,14,yellowsquare,right,na,True,0.33,3000,1000,786,387,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:22:883,15,yellowsquare,right,na,True,0.313,3000,1000,783,380,False,PS,MM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:27:270,16,bluesquare,left,na,True,0.441,3000,1000,488,426,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:31:644,17,bluesquare,left,na,True,0.352,3000,1000,459,438,False,PS,MM,R1,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:38:238,18,yellowsquare,right,na,True,1.004,3000,1000,865,380,False,PS,RM,R2,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:40:57,18,yellowsquare,right,na,None,2.823,3000,1000,630,485,True,PS,MB,None,na,na,na,na,na,na,na
0,3,4,2019-11-21,15:03:43:673,19,bluesquare,left,na,True,0.389,3000,1000,410,409,False,PS,LM,R1,na,na,na,na,na,na,na
1.0,3,4,2019-11-21,15:03:48:108,20,bluesquare,left,na,True,0.469,3000,1000,492,410,False,PS,MM,R1,na,na,na,na,na,na,na
