freq_correct,sub_experiment_index,subject,date,timestamp,trial,stimulus,response,is_practice_trial,is_correct,response_time,BLACKOUT_TIME,DELAY_AFTER_REWARD,x,y,undesired_touch,screen_touched,cell_touched,button_touched,SDP_SINGLE_STIMULUS_TIME,SDP_PROBE_TRIAL_INTERVAL,SDP_LONG_A_TIME,SDP_SHORT_A_TIME,SDP_B_TIME,SDP_INTER_STIMULUS_TIME,SDP_DELAY
0,2,3,2019-11-21,13:37:35:271,1,AA,left,na,False,5.7,3000,1000,185,643,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:35:273,1,AA,left,na,None,5.701,3000,1000,185,643,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:37:887,1,AA,left,na,None,8.315,3000,1000,686,560,True,PS,MB,NB,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:43:176,2,AA,right,na,True,0.918,3000,1000,1183,137,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:43:176,2,AA,right,na,None,0.918,3000,1000,1183,137,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:49:408,3,AB,left,na,True,0.984,3000,1000,166,587,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:49:409,3,AB,left,na,None,0.985,3000,1000,166,587,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:59:174,4,BA,left,na,False,4.415,3000,1000,148,585,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:37:59:175,4,BA,left,na,None,4.416,3000,1000,148,585,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:07:860,5,BA,right,na,True,0.911,3000,1000,1183,135,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:07:861,5,BA,right,na,None,0.912,3000,1000,1183,135,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:14:114,6,BB,left,na,False,0.904,3000,1000,173,575,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:14:115,6,BB,left,na,None,0.905,3000,1000,173,575,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:21:981,7,BB,right,na,True,1.117,3000,1000,1187,65,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:21:982,7,BB,right,na,None,1.118,3000,1000,1187,65,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:28:204,8,AB,right,na,False,0.82,3000,1000,1159,77,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:28:204,8,AB,right,na,None,0.82,3000,1000,1159,77,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:36:328,9,AB,left,na,True,1.076,3000,1000,170,602,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:36:329,9,AB,left,na,None,1.076,3000,1000,170,602,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:42:504,10,AB,left,na,True,0.713,3000,1000,185,590,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:42:504,10,AB,left,na,None,0.714,3000,1000,185,590,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:48:86,11,AB,left,na,True,0.719,3000,1000,186,622,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:48:86,11,AB,left,na,None,0.719,3000,1000,186,622,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:53:489,12,AB,left,na,True,0.616,3000,1000,150,586,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:53:489,12,AB,left,na,None,0.617,3000,1000,150,586,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:59:196,13,AA,right,na,True,0.795,3000,1000,1133,185,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:38:59:196,13,AA,right,na,None,0.795,3000,1000,1133,185,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:04:848,14,BA,right,na,True,0.507,3000,1000,1139,127,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:04:848,14,BA,right,na,None,0.508,3000,1000,1139,127,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:10:500,15,AB,left,na,True,0.517,3000,1000,131,575,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:10:500,15,AB,left,na,None,0.518,3000,1000,131,575,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:15:806,16,BA,right,na,True,0.453,3000,1000,1129,158,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:15:806,16,BA,right,na,None,0.454,3000,1000,1129,158,True,PS,RT,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:21:267,17,AB,left,na,True,0.577,3000,1000,198,596,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:21:268,17,AB,left,na,None,0.577,3000,1000,198,596,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:26:826,18,BB,left,na,False,0.669,3000,1000,147,644,False,PS,LB,R1,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:26:828,18,BB,left,na,None,0.67,3000,1000,147,644,True,PS,LB,None,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:34:677,19,BB,right,na,True,0.342,3000,1000,1161,121,False,PS,RT,R2,na,na,na,na,na,na,na
0,2,3,2019-11-21,13:39:34:678,19,BB,right,na,None,0.343,3000,1000,1161,121,True,PS,RT,None,na,na,na,na,na,na,na
0.75,2,3,2019-11-21,13:39:40:287,20,AB,left,na,True,0.492,3000,1000,205,617,False,PS,LB,R1,na,na,na,na,na,na,na
0.75,2,3,2019-11-21,13:39:40:287,20,AB,left,na,None,0.493,3000,1000,205,617,True,PS,LB,None,na,na,na,na,na,na,na
0.8,2,3,2019-11-21,13:39:45:844,21,AB,left,na,True,0.572,3000,1000,198,628,False,PS,LB,R1,na,na,na,na,na,na,na
0.8,2,3,2019-11-21,13:39:45:845,21,AB,left,na,None,0.573,3000,1000,198,628,True,PS,LB,None,na,na,na,na,na,na,na
